Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,40,0,6,6,-2.0417250944172025
9,89,0,4,7,1.4978036328260151
1,82,0,8,7,0.14445441358596134
9,83,1,4,1,1.341647953682932
7,57,0,8,9,-0.3760645168909824
3,86,1,6,9,0.5608695579675164
6,55,0,7,7,-0.5322201960340656
6,55,1,8,6,-0.4801683029863712
8,45,1,7,5,-0.7924796612725374
9,75,1,7,9,1.1854922745398488
9,49,1,9,2,-0.5322201960340656
2,86,1,6,2,0.5088176649198219
9,79,1,6,5,1.1334403814921545
4,63,1,9,7,-0.2719607307955937
9,74,0,4,7,0.8211290232059882
3,80,0,5,7,0.1965063066336557
1,85,1,6,9,0.35266198577673885
2,61,0,4,8,-1.000687233463315
5,89,1,6,7,1.1334403814921545
6,44,0,8,4,-1.1568429126063982
2,94,0,9,5,0.9772847023490714
5,68,0,5,6,-0.11580505165251055
1,74,1,7,5,-0.4801683029863712
4,79,0,7,0,0.4047138788244332
9,62,1,8,9,0.2485581996813501
9,77,1,9,8,1.1334403814921545
3,52,1,8,6,-1.0527391265110093
7,63,1,7,8,0.09240252053826696
6,86,0,4,2,1.0813884884444602
6,72,1,5,1,0.35266198577673885
2,97,0,7,0,1.0813884884444602
5,58,0,6,0,-0.6363239821294543
6,97,0,8,7,1.91421877720757
5,78,1,7,4,0.4047138788244332
8,58,1,8,2,-0.2199088377478993
6,76,1,6,4,0.5608695579675164
3,68,0,9,6,-0.16785694470020493
7,83,1,7,9,1.0293365953967657
1,86,1,5,9,0.4567657718721276
5,70,0,5,3,0.09240252053826696
3,75,1,7,8,0.09240252053826696
5,42,1,5,1,-1.4691542708925645
4,96,1,6,6,1.2895960606352377
2,97,1,4,4,0.9772847023490714
4,90,0,8,0,0.925232809301377
6,72,0,5,4,0.14445441358596134
2,61,1,6,5,-0.6883758751771487
3,77,1,6,9,0.04035062749057258
2,76,1,6,1,-0.06375315860481617
3,61,0,9,9,-0.6363239821294543
5,54,0,7,7,-0.8965834473679262
1,96,0,9,6,1.0293365953967657
5,89,0,7,9,1.0813884884444602
9,57,0,7,9,0.04035062749057258
2,64,0,5,2,-0.8445315543202319
8,80,1,8,4,1.0293365953967657
8,75,0,9,8,0.925232809301377
3,67,0,9,4,-0.32401262384328805
6,75,0,9,4,0.6129214510152108
9,85,1,8,1,1.4457517397783208
3,40,1,7,9,-1.6253099500356474
4,78,0,9,6,0.14445441358596134
5,64,1,4,0,-0.2719607307955937
9,49,0,8,7,-0.42811640993867683
5,51,0,7,7,-0.8445315543202319
6,91,0,4,8,1.2375441675875432
3,90,1,5,8,0.7690771301582938
9,86,1,7,6,1.7060112050167926
1,98,1,9,3,0.9772847023490714
1,50,1,5,3,-1.573258056987953
3,71,1,8,4,-0.2199088377478993
7,83,1,4,2,0.925232809301377
3,59,1,6,3,-0.8965834473679262
5,75,0,9,7,0.3006100927290445
3,86,0,7,8,0.7170252371105995
9,72,0,7,2,0.6129214510152108
5,84,0,9,2,0.7690771301582938
3,41,1,7,3,-1.6253099500356474
3,52,1,4,9,-1.1568429126063982
1,64,1,6,3,-0.740427768224843
9,93,1,4,4,1.7580630980644871
8,96,0,9,5,1.8621668841598757
4,79,0,8,5,0.5088176649198219
5,52,1,7,4,-1.000687233463315
2,41,0,6,5,-2.0417250944172025
4,95,1,9,4,1.0293365953967657
7,97,1,5,2,1.4978036328260151
8,96,1,6,1,1.8101149911121814
4,45,1,7,0,-1.41710237784487
3,45,0,6,0,-1.573258056987953
5,63,1,7,4,-0.2719607307955937
9,59,1,8,9,0.04035062749057258
2,58,1,5,9,-1.0527391265110093
3,85,0,5,0,0.2485581996813501
9,48,1,8,1,-0.5322201960340656
8,92,1,9,2,1.7060112050167926
3,80,1,4,5,0.14445441358596134
8,86,0,6,9,1.2375441675875432
7,98,1,7,9,1.8621668841598757
9,93,0,6,1,1.6539593119690983
9,84,1,9,2,1.6539593119690983
8,48,0,9,4,-0.7924796612725374
2,47,1,7,3,-1.573258056987953
5,55,0,4,6,-0.7924796612725374
2,92,0,8,5,0.7690771301582938
8,52,0,4,5,-0.5322201960340656
7,62,1,7,4,-0.32401262384328805
3,48,1,9,3,-1.5212061639402588
8,91,0,7,1,1.4457517397783208
4,81,1,6,3,0.5088176649198219
3,59,1,8,5,-0.8965834473679262
8,57,1,5,1,-0.2199088377478993
7,42,0,4,6,-1.1568429126063982
3,68,1,7,6,-0.32401262384328805
9,43,1,6,6,-0.6363239821294543
6,75,0,8,4,0.1965063066336557
2,79,1,6,3,-0.06375315860481617
9,72,1,5,2,0.5608695579675164
2,91,1,7,7,0.7690771301582938
5,58,0,8,2,-0.6363239821294543
4,55,0,5,5,-1.000687233463315
5,94,1,9,6,1.1334403814921545
7,57,0,7,7,-0.2719607307955937
4,58,1,4,5,-0.740427768224843
8,75,0,8,0,0.7170252371105995
8,87,0,5,0,1.2895960606352377
9,42,1,8,0,-0.7924796612725374
9,53,1,6,9,-0.32401262384328805
2,88,0,5,4,0.4567657718721276
1,56,1,8,3,-1.2088948056540925
3,97,1,5,3,1.2375441675875432
1,98,0,8,2,0.9772847023490714
5,95,0,6,4,1.4457517397783208
1,62,0,7,1,-1.000687233463315
3,84,1,9,4,0.5608695579675164
4,76,1,8,5,0.2485581996813501
9,59,1,8,2,-0.06375315860481617
5,99,1,8,9,1.8621668841598757
8,46,1,9,6,-0.58427208908176
9,79,0,6,5,1.1334403814921545
7,48,1,5,5,-0.8965834473679262
7,95,1,5,6,1.7580630980644871
9,87,0,4,9,1.4457517397783208
4,43,0,6,7,-1.4691542708925645
3,85,0,8,0,0.4567657718721276
8,79,1,8,4,1.0293365953967657
9,52,0,9,7,-0.2719607307955937
3,75,0,4,8,-0.06375315860481617
3,40,0,9,4,-1.9376213083218137
7,87,0,5,4,1.1854922745398488
2,88,0,4,8,0.6129214510152108
2,83,1,4,5,0.2485581996813501
8,97,1,9,5,1.9662706702552646
3,81,0,4,2,0.14445441358596134
8,85,0,5,8,1.2375441675875432
3,47,1,6,7,-1.41710237784487
4,46,1,9,0,-1.2088948056540925
9,47,1,8,2,-0.5322201960340656
4,86,1,8,7,0.8211290232059882
9,45,0,5,8,-0.6363239821294543
7,77,0,9,8,0.7690771301582938
8,95,0,9,2,1.8101149911121814
5,70,1,6,9,0.14445441358596134
2,92,0,6,4,0.7170252371105995
2,47,0,9,1,-1.573258056987953
3,43,1,9,0,-1.573258056987953
3,85,1,9,8,0.8211290232059882
3,40,1,8,9,-1.9376213083218137
9,59,1,4,5,-0.11580505165251055
2,55,0,6,8,-1.3129985917494813
3,50,0,4,1,-1.5212061639402588
9,62,1,7,5,0.04035062749057258
9,77,0,7,1,0.9772847023490714
9,60,0,7,4,0.09240252053826696
2,69,1,6,7,-0.4801683029863712
6,95,1,7,7,1.601907418921404
9,98,1,7,4,2.0703744563506534
7,62,0,4,3,-0.3760645168909824
9,97,1,7,8,2.0703744563506534
7,54,1,5,6,-0.5322201960340656
9,44,0,7,8,-0.8445315543202319
2,89,0,9,0,0.4567657718721276
8,53,1,8,3,-0.42811640993867683
9,96,0,9,3,2.0703744563506534
8,67,1,9,5,0.3006100927290445
7,82,1,6,9,1.0293365953967657
8,47,0,7,9,-0.740427768224843
8,63,1,6,3,0.14445441358596134
9,65,0,7,8,0.5088176649198219
8,58,0,6,7,-0.2719607307955937
5,66,1,6,1,-0.11580505165251055
5,48,0,5,7,-1.3129985917494813
2,69,1,8,6,-0.3760645168909824
2,58,1,4,4,-1.0527391265110093
1,91,0,9,9,0.6129214510152108
5,77,0,7,9,0.6129214510152108
3,78,0,7,8,0.14445441358596134
4,53,1,6,2,-1.0527391265110093
4,59,0,4,6,-0.740427768224843
8,50,0,7,9,-0.6883758751771487
6,81,1,7,5,0.8731809162536827
8,70,0,5,4,0.4047138788244332
3,47,0,7,3,-1.6253099500356474
7,90,0,9,8,1.3936998467306263
1,95,1,9,0,0.6649733440629051
3,82,0,4,2,0.4047138788244332
6,40,0,5,2,-1.4691542708925645
7,86,1,9,6,1.3936998467306263
5,79,1,9,1,0.4567657718721276
6,99,0,9,4,1.8101149911121814
4,85,0,5,3,0.5088176649198219
5,40,0,6,5,-1.41710237784487
3,46,1,6,1,-1.4691542708925645
5,65,0,8,9,-0.06375315860481617
3,62,0,5,2,-0.58427208908176
5,59,1,9,0,-0.6363239821294543
6,41,0,6,4,-1.5212061639402588
8,81,1,5,7,1.0813884884444602
9,87,0,4,3,1.4457517397783208
2,81,0,5,8,0.09240252053826696
1,83,0,8,0,0.09240252053826696
1,73,0,5,8,-0.32401262384328805
2,91,0,7,6,0.7690771301582938
9,54,0,8,2,-0.42811640993867683
6,89,0,4,5,1.1854922745398488
8,54,0,6,4,-0.32401262384328805
6,97,1,7,6,1.7060112050167926
5,60,0,4,2,-0.4801683029863712
5,51,1,7,1,-0.8965834473679262
1,57,1,6,1,-1.0527391265110093
9,41,0,7,5,-0.7924796612725374
8,54,1,6,1,-0.4801683029863712
2,80,1,4,4,0.09240252053826696
1,52,0,7,0,-1.573258056987953
2,65,1,9,1,-0.5322201960340656
2,66,1,6,3,-0.8445315543202319
2,77,0,7,5,-0.11580505165251055
6,54,1,4,5,-0.8445315543202319
9,89,1,4,4,1.601907418921404
4,56,1,5,2,-0.5322201960340656
2,97,1,9,7,0.925232809301377
5,44,1,9,2,-1.1568429126063982
5,97,1,7,4,1.4457517397783208
9,89,1,6,9,1.8621668841598757
4,84,0,5,7,0.7170252371105995
6,68,0,9,6,0.04035062749057258
9,71,1,6,5,0.5608695579675164
6,66,1,7,7,0.14445441358596134
4,99,0,7,1,1.3936998467306263
7,90,1,5,7,1.1854922745398488
9,48,0,7,7,-0.32401262384328805
4,58,1,6,4,-0.7924796612725374
5,42,0,8,8,-1.4691542708925645
4,40,1,8,5,-1.7294137361310362
5,99,0,5,1,1.5498555258737094
8,47,0,5,0,-0.8965834473679262
6,44,0,9,9,-1.1047910195587036
2,60,1,9,4,-1.0527391265110093
3,90,1,8,2,0.9772847023490714
2,73,0,7,8,-0.2719607307955937
2,76,1,8,8,-0.2199088377478993
9,53,1,9,6,-0.32401262384328805
3,60,1,8,1,-0.7924796612725374
2,71,0,6,7,-0.2719607307955937
1,72,1,5,8,-0.5322201960340656
3,67,1,8,2,-0.32401262384328805
2,97,1,9,7,1.1854922745398488
4,99,0,6,2,1.3936998467306263
3,66,1,6,6,-0.4801683029863712
6,91,1,4,9,1.2895960606352377
3,65,0,8,0,-0.740427768224843
6,42,1,5,3,-1.3650504847971756
2,46,0,6,5,-1.7294137361310362
9,54,1,7,3,-0.16785694470020493
9,91,1,5,1,1.7580630980644871
6,70,0,6,0,0.2485581996813501
8,71,0,9,6,0.6129214510152108
9,89,0,4,8,1.6539593119690983
4,87,1,9,2,0.8731809162536827
6,40,1,9,7,-1.2088948056540925
3,57,0,6,3,-1.0527391265110093
2,96,0,4,7,1.0293365953967657
9,53,1,9,1,-0.3760645168909824
1,76,1,4,9,-0.3760645168909824
7,69,0,5,4,0.4047138788244332
9,94,0,8,0,1.91421877720757
2,78,1,4,2,0.04035062749057258
9,81,0,7,9,1.0293365953967657
8,49,1,6,3,-0.6883758751771487
7,69,0,9,3,0.09240252053826696
3,46,1,5,0,-1.677361843083342
1,81,1,4,9,-0.2199088377478993
4,89,1,4,9,0.8731809162536827
2,75,0,6,4,-0.2719607307955937
7,50,1,5,0,-0.58427208908176
9,88,0,5,6,1.4978036328260151
1,61,1,7,6,-1.0527391265110093
9,87,1,4,6,1.601907418921404
3,88,0,8,7,0.7170252371105995
4,54,1,5,9,-0.8965834473679262
4,85,1,7,2,0.7690771301582938
8,80,0,8,2,1.0813884884444602
5,77,0,6,1,0.2485581996813501
1,74,0,4,1,-0.3760645168909824
6,68,0,6,3,0.14445441358596134
9,59,0,7,4,0.1965063066336557
3,99,0,9,0,1.1854922745398488
5,72,1,7,1,0.14445441358596134
6,77,1,9,9,0.7170252371105995
5,86,1,5,1,0.8211290232059882
6,50,0,5,2,-1.0527391265110093
7,47,1,9,6,-0.740427768224843
7,42,0,7,2,-1.2088948056540925
8,92,0,4,4,1.4457517397783208
7,79,0,7,3,0.7170252371105995
5,76,0,6,6,0.3006100927290445
2,43,1,6,1,-1.9896732013695082
5,93,0,6,4,1.1854922745398488
8,66,0,6,8,0.04035062749057258
4,62,1,9,3,-0.4801683029863712
1,64,0,7,2,-0.9486353404156206
9,61,0,5,6,0.1965063066336557
5,99,0,8,3,1.6539593119690983
6,52,0,6,4,-0.6883758751771487
6,89,0,4,2,0.9772847023490714
6,66,1,4,5,-0.11580505165251055
6,64,1,5,1,-0.011701265557121794
5,84,1,5,9,0.8731809162536827
2,48,1,8,3,-1.677361843083342
8,78,0,7,0,0.9772847023490714
2,65,0,5,6,-0.8965834473679262
3,43,1,7,7,-1.5212061639402588
9,67,0,5,5,0.35266198577673885
3,69,0,8,2,-0.32401262384328805
1,42,1,9,9,-1.9376213083218137
7,77,0,8,7,0.6649733440629051
4,61,1,4,0,-0.7924796612725374
9,53,0,9,7,-0.16785694470020493
9,41,1,4,9,-0.8445315543202319
4,75,0,7,1,0.09240252053826696
9,43,0,7,4,-0.8445315543202319
3,57,0,5,4,-0.8965834473679262
6,60,0,6,1,-0.42811640993867683
4,42,1,9,9,-1.41710237784487
1,80,0,7,1,-0.2199088377478993
7,74,0,8,1,0.4567657718721276
8,93,0,7,1,1.7580630980644871
6,92,0,8,2,1.1854922745398488
6,81,0,9,9,1.0293365953967657
7,70,0,7,3,0.3006100927290445
6,70,0,9,6,0.3006100927290445
2,66,0,6,3,-0.6883758751771487
7,99,0,8,7,1.8101149911121814
8,73,1,5,6,0.7690771301582938
6,92,1,7,9,1.2895960606352377
5,49,1,7,0,-1.2609466987017868
5,66,0,6,5,-0.2199088377478993
2,78,1,7,8,-0.06375315860481617
3,76,1,8,1,0.14445441358596134
2,70,0,6,2,-0.4801683029863712
3,85,0,5,0,0.2485581996813501
2,61,0,7,8,-0.8445315543202319
5,63,1,6,9,-0.2719607307955937
6,90,0,6,2,1.3936998467306263
6,49,0,5,7,-0.8965834473679262
1,53,0,6,8,-1.41710237784487
8,95,1,8,9,1.8101149911121814
6,68,1,4,8,0.09240252053826696
4,60,1,6,0,-0.6883758751771487
8,96,1,5,9,1.8621668841598757
4,95,0,6,0,1.1854922745398488
6,79,0,6,9,0.7690771301582938
7,85,1,9,7,1.1854922745398488
8,92,0,8,8,1.6539593119690983
8,46,0,6,0,-0.7924796612725374
8,66,0,7,5,0.4047138788244332
1,80,0,5,2,-0.11580505165251055
2,93,0,4,2,0.6649733440629051
7,47,0,6,6,-0.6883758751771487
9,41,0,4,5,-0.9486353404156206
2,56,0,9,1,-1.2609466987017868
8,45,0,5,3,-0.8965834473679262
8,81,1,5,1,0.9772847023490714
4,45,0,8,7,-1.4691542708925645
7,79,0,5,9,0.8211290232059882
2,86,0,6,5,0.3006100927290445
2,68,1,8,3,-0.5322201960340656
5,51,0,7,3,-0.9486353404156206
2,80,0,6,1,-0.011701265557121794
9,63,1,8,3,0.09240252053826696
2,86,1,4,7,0.5088176649198219
6,58,1,9,4,-0.32401262384328805
9,65,1,4,7,0.5088176649198219
6,47,1,7,6,-1.0527391265110093
2,41,0,8,8,-1.9376213083218137
9,74,1,8,4,1.0293365953967657
8,73,0,5,3,0.5608695579675164
2,46,0,9,8,-1.677361843083342
7,69,0,5,3,0.09240252053826696
7,56,0,4,0,-0.4801683029863712
1,96,0,8,2,0.9772847023490714
3,87,1,5,9,0.8211290232059882
6,58,1,5,7,-0.6363239821294543
4,89,0,7,1,0.925232809301377
7,76,0,6,8,0.6649733440629051
8,95,1,8,3,1.7580630980644871
3,66,1,8,0,-0.2719607307955937
5,79,0,8,0,0.4567657718721276
5,75,0,9,6,0.5608695579675164
9,54,0,8,1,0.1965063066336557
1,78,0,6,0,-0.06375315860481617
7,82,1,6,6,0.9772847023490714
9,87,1,9,3,1.4978036328260151
4,41,1,6,1,-1.6253099500356474
5,46,1,7,9,-1.1568429126063982
6,70,1,7,6,0.3006100927290445
3,57,0,9,2,-1.000687233463315
7,47,0,7,9,-0.8965834473679262
4,91,1,4,3,0.8211290232059882
6,93,1,5,6,1.341647953682932
5,67,0,8,9,-0.16785694470020493
1,56,1,4,6,-1.3650504847971756
2,98,1,6,3,0.925232809301377
4,54,1,9,7,-0.8445315543202319
4,53,1,5,4,-1.1568429126063982
4,49,0,7,7,-1.2088948056540925
8,76,1,8,1,0.925232809301377
1,54,0,4,1,-1.573258056987953
6,56,1,7,1,-0.5322201960340656
9,41,0,6,2,-1.000687233463315
3,61,0,6,3,-1.0527391265110093
4,85,0,4,2,0.6129214510152108
5,46,0,4,6,-1.2609466987017868
6,43,0,6,0,-1.2609466987017868
3,64,0,5,1,-0.6883758751771487
6,71,0,5,1,0.09240252053826696
1,63,1,8,3,-0.9486353404156206
5,74,0,8,4,0.35266198577673885
6,76,1,5,8,0.6649733440629051
7,43,1,7,0,-1.1047910195587036
3,63,1,6,2,-0.8445315543202319
5,77,0,4,2,0.4047138788244332
2,86,0,9,7,0.35266198577673885
6,53,0,5,5,-0.6363239821294543
8,74,0,5,5,0.6129214510152108
8,75,0,4,3,0.6649733440629051
4,52,1,5,0,-1.0527391265110093
3,83,0,8,0,0.4567657718721276
4,90,0,8,1,0.8731809162536827
9,42,1,7,5,-0.7924796612725374
3,86,1,4,1,0.6129214510152108
3,54,0,8,7,-1.0527391265110093
2,44,0,6,3,-1.9896732013695082
9,61,0,9,6,0.4567657718721276
4,52,0,5,5,-1.2609466987017868
8,51,1,4,9,-0.58427208908176
5,50,1,8,3,-0.8965834473679262
7,90,1,6,0,1.341647953682932
9,94,1,8,5,2.018322563302959
3,77,0,6,2,-0.06375315860481617
5,89,0,7,0,1.1334403814921545
1,98,1,4,6,0.7690771301582938
7,96,0,4,8,1.4978036328260151
5,50,0,4,5,-1.2088948056540925
5,57,1,6,7,-0.5322201960340656
6,88,1,4,1,0.9772847023490714
2,62,0,5,1,-0.9486353404156206
7,44,0,4,8,-1.1568429126063982
4,97,1,9,7,1.2895960606352377
4,76,1,9,1,0.09240252053826696
9,63,1,4,9,0.3006100927290445
4,70,0,5,4,-0.2199088377478993
1,45,0,5,0,-2.0417250944172025
4,96,1,4,8,1.1334403814921545
3,71,1,5,9,-0.2719607307955937
3,75,0,6,5,-0.011701265557121794
7,90,1,4,8,1.3936998467306263
2,83,1,4,1,0.1965063066336557
8,93,1,9,8,1.8621668841598757
8,83,1,9,6,1.2375441675875432
2,47,0,5,3,-1.677361843083342
8,53,0,7,1,-0.4801683029863712
9,77,0,5,4,0.8211290232059882
5,54,1,8,2,-0.740427768224843
2,71,0,7,0,-0.32401262384328805
9,62,1,4,5,0.14445441358596134
1,55,1,5,7,-1.41710237784487
7,69,1,4,1,0.2485581996813501
1,45,1,4,0,-1.833517522226425
4,85,1,7,2,0.7170252371105995
5,85,0,5,9,0.6649733440629051
7,46,0,7,8,-1.0527391265110093
5,82,0,8,5,0.8211290232059882
6,92,1,6,9,1.4457517397783208
7,67,0,9,3,0.2485581996813501
7,75,0,6,7,0.6129214510152108
1,59,1,5,3,-1.1047910195587036
1,95,0,6,9,0.7170252371105995
2,84,0,8,0,0.1965063066336557
2,78,1,5,3,-0.11580505165251055
9,63,0,9,5,0.35266198577673885
1,84,1,8,8,0.2485581996813501
5,74,0,4,4,0.09240252053826696
2,84,1,8,1,0.1965063066336557
9,91,1,5,3,1.7060112050167926
4,74,1,5,5,-0.011701265557121794
4,53,1,6,5,-0.9486353404156206
4,80,0,7,8,0.4567657718721276
4,82,0,6,6,0.5608695579675164
7,62,0,8,8,-0.06375315860481617
5,73,0,5,1,0.09240252053826696
3,91,1,9,8,0.7170252371105995
5,86,1,6,4,0.8211290232059882
6,49,1,8,3,-0.9486353404156206
9,63,1,9,6,0.4047138788244332
3,50,1,8,0,-1.3650504847971756
3,58,0,8,4,-0.8445315543202319
7,49,0,5,3,-0.9486353404156206
1,50,1,7,6,-1.5212061639402588
3,41,1,6,1,-1.833517522226425
6,88,1,6,4,1.2375441675875432
7,65,1,6,5,0.35266198577673885
1,66,1,5,9,-0.6883758751771487
9,67,1,5,7,0.4567657718721276
7,43,1,5,1,-1.2088948056540925
2,70,1,9,9,-0.3760645168909824
8,56,1,7,3,-0.16785694470020493
6,86,1,4,9,0.925232809301377
5,61,1,7,0,-0.5322201960340656
1,93,0,8,3,0.6129214510152108
1,76,0,8,5,-0.11580505165251055
2,60,1,9,7,-0.7924796612725374
2,90,0,9,7,0.7690771301582938
8,75,1,8,9,0.8731809162536827
7,64,1,5,8,0.1965063066336557
3,85,1,9,8,0.4567657718721276
1,91,0,8,1,0.6649733440629051
2,68,1,7,6,-0.4801683029863712
3,54,1,6,6,-1.1047910195587036
1,89,0,7,1,0.4567657718721276
7,75,0,8,1,0.5608695579675164
4,80,1,5,1,0.2485581996813501
1,42,0,5,9,-2.1978807735602857
9,71,1,7,0,0.6649733440629051
7,70,1,9,3,0.4047138788244332
1,67,0,7,3,-0.8445315543202319
9,91,0,5,8,1.601907418921404
9,58,0,9,1,-0.06375315860481617
1,49,1,5,9,-1.573258056987953
8,66,1,4,4,0.4567657718721276
9,86,0,9,1,1.3936998467306263
9,96,1,7,4,2.0703744563506534
1,67,0,6,8,-0.7924796612725374
9,53,1,6,5,-0.2719607307955937
1,41,1,5,4,-1.9376213083218137
7,63,0,9,6,-0.06375315860481617
3,81,0,8,8,0.5088176649198219
6,56,0,9,8,-0.42811640993867683
3,84,1,7,0,0.5088176649198219
8,44,0,8,2,-0.6883758751771487
3,74,1,8,4,-0.011701265557121794
8,87,1,7,8,1.341647953682932
9,89,0,9,9,1.8621668841598757
1,71,0,9,6,-0.58427208908176
8,97,0,4,9,1.7580630980644871
9,57,1,7,8,0.09240252053826696
3,70,0,5,4,-0.3760645168909824
6,69,0,5,6,0.35266198577673885
9,45,1,8,4,-0.58427208908176
2,63,1,4,5,-0.740427768224843
7,58,1,4,5,-0.2719607307955937
6,96,1,9,0,1.4978036328260151
6,91,1,5,2,1.2895960606352377
5,96,0,4,9,1.2895960606352377
2,44,1,5,9,-1.573258056987953
1,80,1,4,3,-0.2199088377478993
6,87,1,9,2,1.1854922745398488
9,74,1,7,9,0.8731809162536827
2,66,0,9,2,-0.6883758751771487
1,66,1,7,1,-0.6363239821294543
8,82,1,4,0,0.7690771301582938
5,82,0,7,3,0.6649733440629051
2,54,1,4,7,-1.3650504847971756
1,48,1,6,9,-1.6253099500356474
7,42,1,8,1,-1.3650504847971756
3,53,1,5,1,-1.2088948056540925
9,65,1,9,8,0.5608695579675164
1,73,1,7,4,-0.4801683029863712
1,40,0,9,2,-2.3019845596556743
9,99,0,5,6,2.174478242446042
8,59,0,5,3,-0.06375315860481617
3,70,1,5,2,-0.2719607307955937
1,50,1,5,7,-1.6253099500356474
2,73,0,6,0,-0.3760645168909824
8,63,0,9,0,0.09240252053826696
7,48,1,9,8,-0.740427768224843
2,43,0,8,6,-1.7814656291787305
3,40,0,4,0,-1.9896732013695082
8,62,0,9,3,0.09240252053826696
9,65,1,8,2,0.3006100927290445
9,63,0,9,5,0.4567657718721276
8,85,1,5,1,1.2895960606352377
4,96,1,4,1,1.2895960606352377
6,96,0,8,9,1.7060112050167926
6,77,0,8,2,0.35266198577673885
5,91,1,9,1,1.2895960606352377
6,84,0,5,6,0.7690771301582938
4,72,0,8,4,-0.16785694470020493
6,87,0,5,2,0.7690771301582938
5,41,1,9,6,-1.3650504847971756
6,42,1,5,8,-1.3650504847971756
1,70,1,6,9,-0.42811640993867683
8,57,1,7,0,-0.16785694470020493
9,92,1,7,2,1.7580630980644871
8,71,0,9,1,0.5088176649198219
5,81,0,6,5,0.6129214510152108
3,54,1,6,7,-1.000687233463315
3,54,0,7,6,-1.2088948056540925
1,87,0,7,5,0.35266198577673885
9,92,1,9,6,1.8621668841598757
6,80,1,5,5,0.6129214510152108
6,60,1,6,8,-0.2199088377478993
9,83,1,6,5,1.3936998467306263
9,57,0,9,3,0.09240252053826696
3,94,1,9,3,0.9772847023490714
3,81,0,8,7,0.35266198577673885
4,84,1,4,5,0.8211290232059882
1,50,0,6,6,-1.7294137361310362
8,73,1,4,9,0.6649733440629051
7,74,0,8,0,0.8211290232059882
9,64,0,4,3,0.1965063066336557
1,45,0,6,7,-1.677361843083342
2,86,0,7,4,0.35266198577673885
5,70,1,6,5,-0.06375315860481617
2,48,1,6,2,-1.677361843083342
3,55,1,6,2,-1.000687233463315
9,57,0,5,0,-0.2199088377478993
3,65,1,4,6,-0.58427208908176
1,95,0,7,4,0.8731809162536827
3,90,1,4,5,0.4567657718721276
9,83,1,4,2,1.1854922745398488
3,88,1,8,3,0.6649733440629051
8,54,0,4,6,-0.42811640993867683
5,79,1,5,8,0.5088176649198219
5,72,1,9,2,0.14445441358596134
7,80,1,7,5,0.8731809162536827
7,98,0,6,9,1.8101149911121814
2,73,0,8,9,-0.16785694470020493
1,44,0,5,5,-1.9896732013695082
8,77,0,4,5,0.7170252371105995
4,70,1,9,2,-0.11580505165251055
2,63,1,7,6,-0.6363239821294543
6,62,1,5,1,-0.3760645168909824
1,85,1,9,7,0.4567657718721276
3,56,1,5,8,-1.0527391265110093
9,56,1,7,9,-0.011701265557121794
6,87,1,4,2,0.925232809301377
6,65,1,8,4,-0.11580505165251055
6,93,0,9,3,1.1854922745398488
5,86,1,8,7,1.1334403814921545
9,52,1,8,0,-0.42811640993867683
1,76,1,6,5,-0.06375315860481617
6,91,0,6,7,1.4457517397783208
1,89,1,7,5,0.6129214510152108
7,64,1,6,8,0.14445441358596134
4,70,1,6,5,-0.11580505165251055
7,73,1,5,6,0.4047138788244332
7,80,0,8,3,0.9772847023490714
8,92,0,5,3,1.4978036328260151
1,58,0,6,7,-1.1047910195587036
9,56,1,6,6,-0.11580505165251055
2,80,1,7,2,0.2485581996813501
4,67,1,6,2,-0.2199088377478993
4,74,1,5,0,0.09240252053826696
7,99,1,6,7,2.1224263493983475
3,50,0,9,5,-1.2088948056540925
8,50,0,8,7,-0.4801683029863712
6,64,1,8,8,0.04035062749057258
2,53,0,4,4,-1.41710237784487
9,98,1,4,5,2.330633921589125
4,81,1,6,4,0.35266198577673885
7,56,0,9,1,-0.42811640993867683
1,63,1,9,2,-0.8445315543202319
6,81,1,7,9,0.7690771301582938
5,45,0,7,2,-1.1568429126063982
8,63,1,5,0,0.09240252053826696
3,43,1,6,7,-1.677361843083342
3,83,1,4,1,0.4047138788244332
9,58,0,9,1,-0.11580505165251055
1,78,0,4,2,-0.16785694470020493
4,98,1,4,6,1.4978036328260151
6,52,1,5,0,-0.9486353404156206
1,94,0,4,5,0.6129214510152108
4,56,1,9,9,-0.7924796612725374
6,86,0,8,5,0.925232809301377
4,89,1,4,0,0.8731809162536827
3,70,1,8,3,-0.3760645168909824
7,86,0,6,4,1.0813884884444602
8,64,1,6,1,0.14445441358596134
7,77,0,9,0,0.4047138788244332
9,73,0,5,5,0.6649733440629051
2,56,0,8,9,-1.1568429126063982
7,47,0,7,6,-0.9486353404156206
8,57,0,8,5,-0.16785694470020493
8,67,1,4,5,0.09240252053826696
9,49,0,8,2,-0.42811640993867683
7,60,0,7,7,-0.16785694470020493
5,81,0,5,7,0.6129214510152108
4,60,1,5,5,-0.740427768224843
1,46,0,9,9,-1.677361843083342
8,63,0,6,6,-0.011701265557121794
7,65,1,8,7,0.1965063066336557
7,41,0,6,9,-1.3129985917494813
8,58,0,6,1,-0.2719607307955937
4,63,1,5,4,-0.4801683029863712
2,84,0,8,9,0.2485581996813501
8,48,0,9,8,-0.6363239821294543
8,44,0,8,4,-0.7924796612725374
6,99,1,8,5,1.6539593119690983
